title	issn	issn2	is_ajol	is_scopus	is_wos	is_ulrich
enp engineering science journal	2716-912X	2773-4293	0	0	0	1
journal of bioscience and applied research	2356-9182	2356-9174	0	0	0	1
the bioscientist	2630-7111	2630-7103	0	0	0	1
nigerian journal of technological development	2437-2110	NULL	1	1	0	0
revue des energies renouvelables	1112-2242	2716-8247	0	0	0	1
nigerian journal of technological research	0795-5111	NULL	1	0	0	1
mouvements et enjeux sociaux	2790-3095	2790-3109	0	0	0	1
algerian journal of health sciences	2710-8082	2716-9464	0	0	0	1
benisuef university international journal of humanities and social sciences	2314-8810	2314-8802	0	0	0	1
magallat ulum zawi alihtiyagat alhasah	2636-3623	2735-3818	0	0	0	1
cahiers africains des droits de lhomme et de la democratie ainsi que du developpement durable	2791-1063	2791-1071	0	0	0	1
the international journal of informatics media and communication technology	2682-2105	2682-2881	0	0	0	1
magallat banisuwaif liulum altarbiyyat albadaniyyat wa alriyyadiyyat	2536-9881	2536-989X	0	0	0	1
faculte de medecine doran journal	2602-6511	2571-9874	0	0	0	1
almukhtar journal of sciences	2617-2186	2617-2178	0	0	0	1
journal of distance learning and open learning	2314-8837	2314-8829	0	0	0	1
gusau journal of accounting and finance	2756-6897	NULL	0	0	0	1
journal of urban research	2090-0694	2682-4515	0	0	0	1
international journal for tourism archaeology and hospitality	2812-6033	2812-6041	0	0	0	1
journal of innovative applied mathematics and computational sciences	2773-4196	NULL	0	0	0	1
highlights in bioscience	2682-4043	NULL	0	0	0	1
aswan university journal of environmental studies	2735-4237	2735-4229	0	0	0	1
insights into language culture and communication	2812-491X	2812-4901	0	0	0	1
magallat almayadine aliktissadia	2716-7615	2716-8565	0	0	0	1
african human rights yearbook	2663-323X	2523-1367	0	0	0	1
advances in medical pharmaceutical and dental research	2812-4898	NULL	0	0	0	1
international egyptian journal of nursing sciences and research	2682-4574	NULL	0	0	0	1
international journal of advanced studies in world archaeology	2785-9606	2785-9592	0	0	0	1
zambian papers	1028-2351	NULL	0	0	0	1
cabo	NULL	0379-4830	0	0	0	1
de rebus	NULL	0250-0329	0	0	0	1
nigerian journal of technology	2467-8821	0331-8443	1	0	0	1
neotestamentica	0254-8356	NULL	0	1	1	1
nigerian libraries	0029-0122	NULL	1	0	0	0
indago	NULL	NULL	0	0	0	1
nigerian medical practitioner	0189-0964	NULL	1	0	0	0
gadaa journal	2616-3977	2616-3985	0	0	0	1
nigerian school library journal	0331-8214	NULL	1	0	0	0
business education journal	2546-2180	NULL	0	0	0	1
east african journal of applied health monitoring and evaluation	2591-6769	NULL	0	0	0	1
tanzania journal of science and technology	2591-6742	NULL	0	0	0	1
journal of ophthalmology and related sciences	2090-9047	2536-9466	0	0	0	1
african music	2524-2741	0065-4019	0	0	0	1
journal of medicinal plants for economic development	2616-4809	2519-559X	0	0	0	1
journal of new sciences	2286-5314	NULL	0	0	0	1
afro asian journal of science and technology	2312-7465	NULL	0	0	0	1
alhiwar almutawasiti	1112-945X	2571-9742	0	0	0	1
microbial biosystems journal	2357-0326	2357-0334	0	0	0	1
ghana journal of education cape coast	2579-0382	NULL	0	0	0	1
aleph	2437-0274	2437-1076	0	0	0	1
akwapoly journal of communication and scientific research	2616-0773	NULL	0	0	0	1
idosr journal of computer and applied sciences	2579-0803	NULL	0	0	0	1
idosr journal of arts and humanities	2579-0773	NULL	0	0	0	1
idosr journal of banking economics and social sciences	2579-082X	NULL	0	0	0	1
imt international journal of the arts and sciences	2579-1362	NULL	0	0	0	1
fupre journal of scientific and industrial research	2579-1184	2579-1192	0	0	0	1
international journal of technology and management	2518-8623	NULL	0	0	0	1
african journal of nephrology	2306-8205	2518-4601	0	0	0	1
nutrition sante	2253-0983	NULL	0	0	0	1
nigerian veterinary journal	0331-3026	NULL	1	0	0	0
alhikmah journal of pure and applied sciences	2488-8834	NULL	0	0	0	1
nnamdi azikiwe university journal of international law and jurisprudence	2276-7371	NULL	1	0	0	0
biokemistri	0795-8080	NULL	0	0	0	1
mousaion	NULL	0027-2639	0	0	0	1
journal of integrative plant biology	1672-9072	1744-7909	0	0	1	0
comparative and international law journal of southern africa	NULL	NULL	0	0	0	1
journal of literary studies	0256-4718	NULL	0	0	1	1
journal of materials and engineering structures	2170-127X	2170-127X	0	0	1	0
journal of medical and surgical research	2351-8200	NULL	0	0	1	1
journal of medicinal plants research	1996-0875	NULL	0	0	1	0
journal of new technology and materials	2170-161X	NULL	0	0	1	1
journal of northwest semitic languages	NULL	0259-0131	0	0	1	1
obstetrics and gynaecology forum	1029-1962	1027-9148	1	1	0	0
ogirisi: a new journal of african studies	1597-474X	NULL	1	0	0	0
serket	1110-502X	NULL	0	0	0	1
open veterinary journal	2218-6050	2226-4485	1	1	1	1
orapuh journal	2644-3740	NULL	1	0	0	1
orient journal of medicine	1115-0521	NULL	1	0	0	0
orient journal of surgical sciences	2734-3138	2971-625X	1	0	0	0
nursing research and practice	2090-1437	2090-1429	0	1	0	0
south african society of archivists journal	NULL	NULL	0	0	0	1
orion	0259-191X	2224-0004	1	0	0	1
koedoe	2071-0771	0075-6458	0	0	1	1
southern african journal of demography	1682-4482	NULL	0	0	0	1
language matters	1753-5395	1022-8195	0	0	1	1
leading brands	1818-975X	NULL	0	0	0	1
oromia law journal	2304-8239	NULL	1	0	0	0
interim	1684-498X	NULL	0	0	0	1
journal of contemporary management	1815-7440	NULL	0	0	0	1
postamble	1817-0862	NULL	0	0	0	1
ostrich	1727-947X	0030-6525	1	0	1	1
african journal of crosscultural psychology and sport facilitation	1119-7056	NULL	0	0	0	1
animal production research advances	0794-4721	NULL	0	0	0	1
african business and management research journal	2518-0312	NULL	0	0	0	1
african journal of agriculture and environment	2518-0347	NULL	0	0	0	1
african journal of education and human development	2518-0304	NULL	0	0	0	1
african journal of engineering it and telecommunication research	2518-0339	NULL	0	0	0	1
african journal of media and communication studies	2518-0320	NULL	0	0	0	1
african journal of medicine and health sciences research	2518-0355	NULL	0	0	0	1
pan african medical journal	1937-8688	NULL	1	1	1	1
journal of ophthalmology of eastern central and southern africa	2308-6327	1994-6880	0	0	0	1
international journal of transformational development and research	2522-2473	NULL	0	0	0	1
folio	2520-3681	NULL	0	0	0	1
african journal of technical education and management	2590-9649	NULL	0	0	0	1
ipmp journal of management science	2590-9681	NULL	0	0	0	1
natalia	NULL	0085-3674	0	0	0	1
nature technology	1112-9778	2437-0312	0	0	0	1
papers in education and development	0856-4027	2665-0746	1	0	0	0
african journal of governance and development	2218-5615	2616-9045	0	0	0	1
occupational therapy international	0966-7903	1557-0703	0	1	0	0
the information technologist	1597-4316	NULL	0	0	0	1
the egyptian journal of agronematology	NULL	NULL	0	0	0	1
egyptian journal of genetics and cytology	NULL	0046-161X	0	0	0	1
integrative journal of medical sciences	2658-8218	NULL	0	0	0	1
ghana journal of higher education	2343-6948	NULL	0	0	0	1
port harcourt medical journal	0795-3038	NULL	1	0	0	0
journal of arts and social sciences	2343-6891	NULL	0	0	0	1
journal of contemporary integrative ideas	2343-6565	NULL	0	0	0	1
journal of engineering and technology	2026-674X	NULL	0	0	0	1
algerie equipement online	2716-7801	NULL	0	0	0	1
regional journal of information and knowledge management	2412-6535	NULL	0	0	0	1
old testament essays	1010-9919	2312-3621	0	1	0	1
international invention journal of agricultural and soil science	2408-7254	NULL	0	0	0	1
international invention journal of arts and social sciences	2408-7238	NULL	0	0	0	1
international invention journal of biochemistry and bioinformatics	2408-722X	NULL	0	0	0	1
international invention journal of medicine and medical sciences	2408-7246	NULL	0	0	0	1
international journal of environmental science and technology research	2408-7262	NULL	0	0	0	1
nigerian journal of chest diseases	2408-7386	NULL	0	0	0	1
pencil publication of physical sciences and engineering	2408-7491	NULL	0	0	0	1
pencil publication of social sciences	2408-7564	NULL	0	0	0	1
bayero journal of african entrepreneurship studies	2384-6194	NULL	0	0	0	1
contemporary journal of interdisciplinary studies	2408-5944	2408-5952	0	0	0	1
onderstepoort journal of veterinary research	2219-0635	NULL	0	1	1	1
marine ornithology	1018-3337	2074-1235	0	0	1	0
potchefstroom electronic law journal	1727-3781	NULL	1	1	0	1
quaestiones mathematicae	1727-933X	1607-3606	1	0	1	1
moroccan journal of chemistry	2351-812X	2351-812X	0	0	1	0
muzikijournal of music research in africa	1812-5980	1753-593X	0	0	1	0
regional maritime university journal	2026-6324	NULL	1	0	0	0
new contree	NULL	2959-510X	0	0	1	1
parkinsons disease	2090-8083	2042-0080	0	1	0	0
per linguam	0259-2312	2224-0012	0	1	1	1
perspectives in education	2519-593X	0258-2236	0	1	1	1
research in hospitality management	2224-3534	2415-5152	1	0	0	1
pachyderm	1026-2881	1683-5018	0	0	1	1
pharos journal of theology	2414-3324	NULL	0	1	0	1
parasitologists united journal	1687-7942	2090-2646	0	0	1	0
revista angolana de ciências	NULL	NULL	1	0	0	0
prostate cancer	2090-312X	2090-3111	0	1	0	0
philosophical papers	0556-8641	1996-8523	0	0	1	0
phronimon	1561-4018	2413-3086	0	0	1	1
politikon	0258-9346	1470-1014	0	0	1	0
psyche journal of entomology	1687-7438	0033-2615	0	1	0	0
revue africaine de chirurgie et spécialités	1997-3756	NULL	1	0	0	0
reading and writing	2079-8245	2308-1422	0	0	1	1
retail and marketing review	1817-4428	1817-4428	0	0	1	0
revue marocaine de recherche en management et marketing	2028-5175	2458-665X	1	0	0	1
pythagoras	1012-2346	2223-7895	0	1	1	1
