title.x;issn.x;issn2.x;is_ajol;is_crossref;is_dimensions;is_scopus;is_wos;is_ulrich;language1;language2;language3;language
caliphate journal of science and technology;2705-3121;2705-313X;1;0;1;0;0;0;NA;NA;Portuguese;Portuguese
central african journal of medicine;NA;0008-9176;1;1;1;0;0;1;NA;NA;NA;NA
chemical society of ethiopia bulletin;1011-3924;1726-801X;1;1;1;1;1;1;English;English;NA;English
chemsearch journal;2384-6028;NA;1;0;0;0;0;0;NA;NA;NA;NA
contemporary journal of african studies;2343-6530;NA;1;1;1;0;0;0;NA;NA;English;English
cradle of knowledge: african journal of educational and social science research (the);NA;NA;1;0;0;0;0;0;NA;NA;English;English
creative artist: a journal of theatre and media studies;2006-6910;NA;1;0;0;0;0;0;NA;NA;NA;NA
critical studies in teaching and learning;2310-7103;NA;1;1;1;0;0;1;English;NA;NA;English
dirasat hispanicas: revista tunecina de estudios hispánicos;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA
dutse journal of pure and applied sciences;2635-3490;2476-8316;1;1;1;0;0;0;NA;NA;English;English
east africa science;2664-0996;2664-1003;1;1;1;0;0;0;NA;NA;English;English
east african health research journal;2520-5285;2520-5277;1;1;1;0;0;0;NA;NA;English;English
east african journal of biophysical and computational sciences;2789-360X;2789-3618;1;0;1;0;0;0;English;NA;English;English
interdisciplinary perspectives on infectious diseases;1687-708X;1687-7098;0;1;1;1;0;0;NA;NA;NA;NA
african journal of pharmacy and pharmacology;1996-0816;NA;0;1;1;0;1;0;NA;English;NA;English
east african journal of education and social sciences;2714-2132;2714-2183;1;1;1;0;0;0;NA;NA;NA;NA
east african journal of sciences;1992-0407;1993-8195;1;1;1;0;0;1;English;NA;NA;English
east african orthopaedic journal;1994-1072;NA;1;1;1;0;0;0;NA;NA;NA;NA
east and central african journal of surgery;1024-297X;NA;1;1;1;0;0;1;NA;NA;NA;NA
eastern africa social science research review;1027-1775;1684-4173;1;1;1;0;0;1;English;NA;NA;English
economic and policy review;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA
egyptian journal of biochemistry and molecular biology;2090-2603;1687-1502;1;1;1;0;0;0;NA;NA;English;English
egyptian journal of hospital medicine;1687-2002;2090-7125;1;1;1;1;0;0;English;NA;NA;English
egyptian journal of medical human genetics;2090-2441;1110-8630;1;1;1;1;0;0;NA;NA;NA;NA
egyptian journal of pediatric allergy and immunology (the);2314-8934;NA;1;1;1;0;1;0;NA;NA;NA;NA
ejotmas: ekpoma journal of theatre and media arts;2449-1179;NA;1;1;1;0;0;0;NA;NA;English;English
english in africa;2071-7474;0376-8902;1;1;1;0;1;1;NA;English;NA;English
environmental technology and science journal;2705-1919;2705-3636;1;0;0;0;0;0;NA;NA;NA;NA
equity journal of science and technology;2354-1814;2682-5961;1;0;0;0;0;0;NA;NA;English;English
ergonomics sa;1010-2728;NA;1;1;1;0;0;1;English;NA;NA;English
esarbica journal: journal of the eastern and southern africa regional branch of the international council on archives;0376-4753;NA;1;1;1;0;0;0;NA;NA;English;English
esarbica journal: journal of the eastern and southern africa regional branch of the international council on archives;0376-4753;NA;1;1;1;0;0;0;NA;NA;NA;NA
esarbica journal: journal of the eastern and southern africa regional branch of the international council on archives;0376-4753;NA;1;1;1;0;0;0;NA;NA;Portuguese;Portuguese
ethiopian journal of agricultural sciences;0257-2605;2415-2382;1;0;0;0;0;0;English;NA;English;English
ethiopian journal of biological sciences;1819-8678;NA;1;1;1;0;0;0;English;NA;English;English
ethiopian journal of education;2523-0980;0425-4414;1;0;0;0;0;1;English;NA;NA;English
ethiopian journal of education and sciences;1998-8907;2309-8600;1;1;1;0;0;0;English;NA;English;English
ethiopian journal of environmental studies and management;1998-0507;NA;1;1;1;0;0;0;English;NA;NA;English
ethiopian journal of health sciences;1029-1857;2413-7170;1;1;1;1;1;1;English;English;NA;English
ethiopian journal of human rights;2307-6097;NA;1;0;0;0;0;0;NA;NA;English;English
ethiopian journal of pediatrics and child health;2413-2640;2519-0334;1;0;0;0;0;0;English;NA;NA;English
ethiopian journal of science and technology;1816-3378;2312-6019;1;1;1;0;0;0;English;NA;English;English
ethiopian journal of the social sciences and humanities;1810-4487;2520-582X;1;1;1;0;0;1;English;NA;NA;English
ethiopian pharmaceutical journal;1029-5933;NA;1;1;1;0;0;1;English;NA;NA;English
ethiopian renaissance journal of social sciences and humanities;NA;NA;1;0;0;0;0;0;NA;NA;English;English
ethiopian renaissance journal of social sciences and humanities;NA;NA;1;0;0;0;0;0;NA;NA;Amharic;Amharic
ethiopian veterinary journal;1683-6324;2221-5034;1;1;1;0;0;1;English;NA;NA;English
evidence-based nursing research;NA;NA;1;1;1;0;0;0;NA;NA;English;English
federal polytechnic ilaro journal of pure and applied sciences;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA
filosofia theoretica;2276-8386;2408-5987;1;1;1;1;0;1;NA;NA;NA;NA
funai journal of science and technology;2504-9534;NA;1;0;0;0;0;1;English;NA;NA;English
fuoye journal of engineering and technology;2579-0625;2579-0617;1;1;1;0;0;0;NA;NA;English;English
gender and behaviour;1596-9231;NA;1;1;1;0;0;0;English;NA;NA;English
ghana dental journal;0855-5311;2408-7823;1;0;0;0;0;0;NA;NA;NA;NA
ghana journal of agricultural science;0855-0042;NA;1;1;1;0;0;0;NA;NA;English;English
ghana journal of development studies;0855-6768;NA;1;1;1;0;0;1;English;NA;NA;English
ghana journal of geography;2821-8892;NA;1;1;1;0;0;0;NA;NA;English;English
ghana journal of linguistics;2026-6596;NA;1;1;1;0;0;0;NA;NA;English;English
ghana journal of religion and theology;NA;NA;1;0;0;0;0;0;NA;NA;English;English
ghana journal of religion and theology;NA;NA;1;0;0;0;0;0;NA;NA;French;French
ghana journal of science;NA;0016-9544;1;1;1;0;0;1;English;NA;NA;English
ghana journal of science technology and development;NA;NA;1;1;0;0;0;0;NA;NA;NA;NA
ghana library journal;0016-9552;0855-3033;1;1;1;0;0;0;NA;NA;English;English
ghana medical journal;2616-163X;0016-9560;1;1;1;1;0;1;English;NA;NA;English
ghana mining journal;2616-1478;0855-210X;1;1;1;0;0;0;English;NA;English;English
ghanaian journal of animal science;0855-7349;NA;1;0;0;0;0;0;NA;NA;NA;NA
global journal of agricultural sciences;1596-2903;NA;1;1;1;0;0;0;English;NA;NA;English
global journal of educational research;2313-3856;1596-6224;1;1;1;0;0;0;English;NA;English;English
international journal of antennas and propagation;1687-5869;1687-5877;0;1;1;1;0;0;NA;NA;NA;NA
global journal of engineering research;1596-292X;NA;1;1;1;0;0;0;English;NA;NA;English
global journal of geological sciences;1596-6798;NA;1;1;1;0;0;0;English;NA;NA;English
global journal of pure and applied sciences;1118-0579;NA;1;1;1;0;0;0;English;NA;NA;English
global journal of social sciences;1596-6216;NA;1;1;1;0;0;0;English;NA;NA;English
hafed poly journal of science management and technology;NA;NA;1;0;0;0;0;0;NA;NA;English;English
haki journal of human rights;2789-9845;2789-9837;1;0;0;0;0;0;NA;NA;English;English
haramaya law review;2305-3739;2227-2178;1;0;0;0;0;0;NA;NA;English;English
african journal of psychiatry;1994-8220;NA;0;1;1;0;1;0;NA;English;NA;English
health sa;1025-9848;2071-9736;1;1;1;1;1;1;Multiple languages;English;NA;Multi-Language
health sciences investigations journal;2720-7609;2704-4890;1;1;1;0;0;0;NA;NA;English;English
hervormde teologiese studies;0259-9422;2072-8050;1;1;1;1;1;1;German;English;NA;Multi-Language
hervormde teologiese studies;0259-9422;2072-8050;1;1;1;1;1;1;NA;English;NA;English
hervormde teologiese studies;0259-9422;2072-8050;1;1;1;1;1;1;Dutch;English;NA;Multi-Language
hervormde teologiese studies;0259-9422;2072-8050;1;1;1;1;1;1;Afrikaans;English;NA;Multi-Language
hervormde teologiese studies;0259-9422;2072-8050;1;1;1;1;1;1;English;English;NA;English
highland medical research journal;1596-2407;NA;1;1;1;0;0;1;English;NA;NA;English
huria;0856-6739;NA;1;0;0;0;0;1;English;NA;NA;English
hybrid journal of literary and cultural studies;2707-2169;2707-2150;1;0;0;0;0;0;NA;NA;English;English
ibadan journal of humanistic studies;0189-2622;2141-9744;1;0;0;0;0;0;NA;NA;NA;NA
ife journal of science;0794-4896;2504-897X;1;1;1;0;0;1;English;NA;NA;English
ife psychologia;NA;1117-1421;1;1;1;0;0;1;English;NA;NA;English
ilorin journal of religious studies;2141-7040;NA;1;1;1;0;0;1;English;NA;NA;English
indilinga: african journal of indigenous knowledge systems;1683-0296;NA;1;1;1;0;0;0;English;NA;English;English
indilinga: african journal of indigenous knowledge systems;1683-0296;NA;1;1;1;0;0;0;English;NA;NA;English
indilinga: african journal of indigenous knowledge systems;1683-0296;NA;1;1;1;0;0;0;English;NA;Other African languages;Multi-Language
indopacific journal of phenomenology;2079-7222;1445-7377;1;1;1;0;0;1;English;NA;NA;English
information impact;2141-4297;2360-994X;1;1;1;0;0;1;English;NA;NA;English
information technologist (the);2805-3478;NA;1;1;1;0;0;0;NA;NA;NA;NA
inkanyiso: journal of humanities and social sciences;2077-8317;NA;1;1;0;0;0;0;NA;NA;NA;NA
international journal of breast cancer;2090-3189;2090-3170;0;1;1;1;0;0;NA;NA;English;English
inrternational journal of modern anthropology;1737-7374;1737-8176;1;1;1;0;0;1;English;NA;NA;English
international journal of african higher education;NA;NA;1;1;1;0;0;0;English;NA;NA;English
international journal of basic applied and innovative research;2384-681X;NA;1;0;0;0;0;0;NA;NA;English;English
international journal of biological and chemical sciences;1991-8631;1997-342X;1;1;1;0;0;0;English;NA;English;English
international journal of biological and chemical sciences;1991-8631;1997-342X;1;1;1;0;0;0;English;NA;NA;English
international journal of biological and chemical sciences;1991-8631;1997-342X;1;1;1;0;0;0;English;NA;French;Multi-Language
international journal of current research in the humanities;NA;NA;1;0;0;0;0;0;NA;NA;English;English
international journal of development and management review;2734-3316;2659-112X;1;0;0;0;0;0;NA;NA;NA;NA
international journal of educational research;1595-8485;NA;1;1;1;0;0;0;NA;NA;NA;NA
international journal of differential equations;1687-9643;1687-9651;0;1;1;1;0;0;NA;NA;English;English
international journal of energetica;2543-3717;NA;1;1;1;0;0;1;English;NA;NA;English
international journal of engineering science and technology;2141-2839;NA;1;1;0;0;0;0;NA;NA;English;English
international journal of information security privacy and digital forensics;NA;NA;1;0;0;0;0;0;NA;NA;English;English
international journal of mathematical sciences and optimization: theory and  applications;NA;NA;1;0;0;0;0;0;NA;NA;English;English
international journal of pedagogy  policy and ict in education;2026-6081;NA;1;0;0;0;0;0;NA;NA;NA;NA
internet journal of medical update - ejournal;1694-0423;NA;1;1;1;0;1;0;NA;English;NA;English
investigational medicinal chemistry and pharmacology;2617-0027;2617-0019;1;1;1;0;0;0;NA;NA;English;English
african journal of rhetoric;1998-2054;1998-2054;0;1;0;0;1;0;NA;English;NA;English
italian studies in southern africa/studi d'italianistica nell'africa australe;2225-7039;NA;1;0;1;0;0;0;NA;NA;English;English
italian studies in southern africa/studi d'italianistica nell'africa australe;2225-7039;NA;1;0;1;0;0;0;NA;NA;NA;NA
italian studies in southern africa/studi d'italianistica nell'africa australe;2225-7039;NA;1;0;1;0;0;0;NA;NA;Italian;Italian
jarida la chama cha lugha na fasihi ya kiswahili tanzania (chalufakita);2591-7013;NA;1;0;0;0;0;0;NA;NA;NA;NA
jos journal of medicine;2006-0734;NA;1;1;1;0;0;0;NA;NA;NA;NA
journal de la faculté de médecine d’oran;NA;NA;1;0;0;0;0;0;NA;NA;English;English
journal de la faculté de médecine d’oran;NA;NA;1;0;0;0;0;0;NA;NA;French;French
journal de la recherche scientifique de l’université de lomé;2413-354X;NA;1;0;0;0;0;0;NA;NA;Multiple;Multi-Language
journal for sustainable development law and policy;2467-8406;2467-8392;1;1;1;0;0;1;English;NA;NA;English
journal of academic finance;NA;NA;1;0;0;0;0;0;NA;NA;English;English
journal of academic finance;NA;NA;1;0;0;0;0;0;NA;NA;French;French
journal of agricultural extension;2408-6851;1119-944X;1;1;1;0;1;0;English;English;NA;English
journal of agricultural research and development;1596-5511;NA;1;1;1;0;0;1;English;NA;NA;English
journal of agriculture and environment;2695-236X;NA;1;1;1;0;0;0;NA;NA;NA;NA
journal of agriculture and food sciences;2026-5204;NA;0;1;1;0;0;1;English;NA;NA;English
aksu journal of agriculture and food sciences;2467-8651;1597-1074;1;1;1;0;0;1;NA;NA;NA;NA
journal of agriculture science and technology;1561-7645;NA;1;1;1;0;0;0;English;NA;English;English
journal of applied biosciences;1997-5902;NA;1;1;1;0;0;1;French;NA;NA;French
journal of applied biosciences;1997-5902;NA;1;1;1;0;0;1;NA;NA;NA;NA
journal of applied biosciences;1997-5902;NA;1;1;1;0;0;1;English;NA;NA;English
journal of applied science and technology;0855-2215;NA;1;1;1;0;0;1;English;NA;NA;English
journal of applied sciences and environmental management;2659-1502;NA;1;1;1;0;0;0;English;NA;English;English
journal of aquatic sciences;1115-2788;1018-3469;1;1;1;0;0;0;NA;NA;English;English
journal of banking;2736-1772;1597-2569;1;0;0;0;0;0;NA;NA;NA;NA
journal of basic and clinical reproductive sciences;2320-2041;NA;1;1;1;0;0;0;NA;NA;English;English
journal of child and adolescent mental health;1728-0583;1728-0591;1;1;1;0;0;0;NA;NA;English;English
journal of community medicine and primary health care;0794-7410;NA;1;1;1;0;0;1;English;NA;NA;English
journal of computer science and its application;2006-5523;NA;1;1;1;0;0;0;NA;NA;English;English
journal of consumer sciences;0378-5254;NA;1;1;1;0;1;0;NA;English;NA;English
journal of development and communication studies;2305-7432;NA;1;1;1;0;0;0;NA;NA;English;English
journal of dietitians association of nigeria;2635-3326;2141-8209;1;0;1;0;0;0;NA;NA;English;English
journal of east africa natural history;NA;1026-1613;1;0;0;0;0;1;English;NA;NA;English
journal of educational foundations;1119-9210;NA;1;0;0;0;0;0;NA;NA;NA;NA
journal of endocrinology metabolism and diabetes of south africa;1608-9677;2220-1009;1;1;1;0;0;1;English;NA;NA;English
journal of equity in sciences and sustainable development;2523-1901;NA;1;0;0;0;0;1;NA;NA;NA;NA
international journal of food science;2314-5765;2356-7015;0;1;1;1;0;0;NA;NA;English;English
journal of food stability;2664-5513;2663-1741;1;1;1;0;0;0;NA;NA;English;English
journal of food stability;2664-5513;2663-1741;1;1;1;0;0;0;NA;NA;NA;NA
journal of food stability;2664-5513;2663-1741;1;1;1;0;0;0;NA;NA;French;French
journal of fundamental and applied sciences;1112-9867;NA;1;1;1;0;0;1;French;NA;NA;French
journal of fundamental and applied sciences;1112-9867;NA;1;1;1;0;0;1;NA;NA;NA;NA
journal of fundamental and applied sciences;1112-9867;NA;1;1;1;0;0;1;English;NA;NA;English
international journal of genomics;2314-4378;2314-436X;0;1;1;1;0;0;NA;NA;English;English
journal of health  applied sciences and management;NA;NA;1;0;0;0;0;0;NA;NA;NA;NA
international journal of geophysics;1687-885X;1687-8868;0;1;1;1;0;0;NA;NA;English;English
journal of humanities;1016-0728;NA;1;1;0;0;0;1;French;NA;NA;French
journal of humanities;1016-0728;NA;1;1;0;0;0;1;NA;NA;NA;NA
journal of humanities;1016-0728;NA;1;1;0;0;0;1;English;NA;NA;English
journal of interventional epidemiology and public health;2664-2824;NA;1;1;1;0;0;0;NA;NA;English;English
journal of language  technology & entrepreneurship in africa;1998-1279;NA;1;1;1;0;0;0;Swahili;NA;NA;Swahili
journal of language technology & entrepreneurship in africa;1998-1279;NA;1;1;1;0;0;0;English;NA;NA;English
international journal of hepatology;2090-3456;2090-3448;0;1;1;1;0;0;NA;NA;English;English
journal of medical and biomedical sciences;2026-6294;NA;1;1;1;0;0;1;English;NA;NA;English
journal of medicine and biomedical research;1596-6941;NA;1;1;1;0;0;1;English;NA;NA;English
journal of pharmaceutical and allied sciences;1596-8499;NA;1;1;1;0;0;1;English;NA;NA;English
journal of pharmacy and bioresources;0189-8442;NA;1;0;1;0;0;1;English;NA;NA;English
journal of phytomedicine and therapeutics;1118-1028;NA;1;1;1;1;0;0;English;NA;English;NA
international journal of microbiology;1687-918X;1687-9198;0;1;1;1;0;0;NA;NA;English;English
journal of policy and development studies;NA;NA;1;1;1;0;0;0;NA;NA;English;English
journal of radiography and radiation sciences;2736-1071;2736-1063;1;1;1;0;0;0;NA;NA;NA;NA
journal of research in forestry wildlife and environment;2141-1778;NA;1;0;0;0;0;0;NA;NA;English;English
journal of research in national development;1596-8308;NA;1;1;1;0;0;0;NA;NA;NA;NA
journal of science and sustainable development;2304-2702;2414-4479;1;1;1;0;0;0;NA;NA;English;English
journal of science and technology (ghana);2026-5646;0855-0395;1;1;1;0;0;0;NA;NA;English;English
journal of science and technology (ghana);2026-5646;0855-0395;1;1;1;0;0;0;NA;NA;NA;NA
journal of science and technology (ghana);2026-5646;0855-0395;1;1;1;0;0;0;NA;NA;French;French
journal of social development in africa;1012-1080;1726-3700;1;1;1;0;0;1;NA;NA;NA;NA
journal of sociology and development;2507-7783;NA;1;0;0;0;0;1;English;NA;NA;English
journal of student affairs in africa;2311-1771;2307-6267;1;1;1;0;0;1;English;NA;NA;English
journal of the cameroon academy of sciences;2617-3948;2617-393X;1;1;1;0;0;0;NA;NA;English;English
journal of the cameroon academy of sciences;2617-3948;2617-393X;1;1;1;0;0;0;NA;NA;NA;NA
journal of the cameroon academy of sciences;2617-3948;2617-393X;1;1;1;0;0;0;NA;NA;French;French
journal of the musical arts in africa;1812-1004;2070-626X;1;1;1;0;1;0;NA;English;NA;English
journal of the nigerian optometric association;0794-0033;0795-0039;1;1;1;0;0;0;NA;NA;English;English
journal of the pan african thoracic society;2694-4561;NA;1;1;1;0;0;0;NA;NA;English;English
international journal of polymer science;1687-9422;1687-9430;0;1;1;1;0;0;NA;NA;English;English
journal of the south african society of archivists;1012-2796;NA;1;1;1;0;0;0;NA;NA;English;English
jumuga journal of education oral studies  and human sciences;NA;NA;1;0;0;0;0;0;NA;English;English;English
kanem journal of medical sciences;2006-4772;2714-2426;1;1;1;0;0;1;English;NA;NA;English
kashere journal of education;2756-6013;2756-6021;1;0;0;0;0;0;NA;NA;English;English
kca journal of business management;2071-2162;2072-7992;1;1;1;0;0;1;English;NA;NA;English
kioo cha lugha;2546-2210;0856-0617;1;1;1;0;0;0;Swahili;NA;English;Multi-Language
kioo cha lugha;2546-2210;0856-0617;1;1;1;0;0;0;Swahili;NA;NA;Swahili
kioo cha lugha;2546-2210;0856-0617;1;1;1;0;0;0;Swahili;NA;Kiswahili;Multi-Language
kiswahili;2546-2229;0856-048X;1;1;1;0;0;1;French;NA;NA;French
kiswahili;2546-2229;0856-048X;1;1;1;0;0;1;German;NA;NA;German
kiswahili;2546-2229;0856-048X;1;1;1;0;0;1;Swahili;NA;NA;Swahili
kiswahili;2546-2229;0856-048X;1;1;1;0;0;1;English;NA;NA;English
law democracy and development online;2077-4907;NA;1;1;0;0;0;1;English;NA;NA;English
legon journal of the humanities;0855-0050;2458-746X;1;1;1;0;0;1;English;NA;NA;English
les cahiers du cread;1012-0009;2437-0568;1;0;0;0;0;1;English;NA;NA;English
les cahiers du mecas;NA;NA;1;0;0;0;0;0;NA;NA;English;English
les cahiers du mecas;NA;NA;1;0;0;0;0;0;NA;NA;French;French
les cahiers du mecas;NA;NA;1;0;0;0;0;0;NA;NA;Arabic;Arabic
lexikos;1684-4904;2224-0039;1;1;1;0;1;1;French;English;NA;Multi-Language
lexikos;1684-4904;2224-0039;1;1;1;0;1;1;NA;English;NA;English
lexikos;1684-4904;2224-0039;1;1;1;0;1;1;German;English;NA;Multi-Language
lexikos;1684-4904;2224-0039;1;1;1;0;1;1;Dutch;English;NA;Multi-Language
lexikos;1684-4904;2224-0039;1;1;1;0;1;1;Afrikaans;English;NA;Multi-Language
lexikos;1684-4904;2224-0039;1;1;1;0;1;1;English;English;NA;Multi-Language
african natural history;2305-7963;1816-8396;0;1;1;0;1;0;NA;English;NA;English
libyan journal of medicine;1993-2820;1819-6357;1;1;1;0;1;0;NA;English;NA;English
lwati: a journal of contemporary research;1813-2227;NA;1;1;1;0;0;0;NA;NA;English;English
madagascar conservation & development;1662-2510;NA;1;1;1;0;0;0;NA;NA;English;English
makerere journal of higher education;1816-6822;2707-6113;1;1;1;0;0;0;NA;NA;English;English
malawi journal of economics;2312-9204;NA;1;0;0;0;0;0;NA;NA;English;English
malawi medical journal;1995-7262;1995-7270;1;1;1;1;1;1;English;English;NA;English
mansoura veterinary medical journal;2682-2512;1110-7219;1;1;1;0;0;0;NA;NA;English;English
marang;NA;1816-7659;1;1;0;0;0;1;English;NA;NA;English
medical journal of zambia;0047-651X;NA;1;1;1;0;0;0;NA;NA;NA;NA
metamorphosis;1018-6409;2307-5031;1;0;1;0;0;1;English;NA;NA;English
mgbakoigba: journal of african studies;2346-7126;NA;1;0;0;0;0;0;NA;NA;English;English
microbes and infectious diseases;2682-4140;2682-4132;1;1;1;0;0;1;English;NA;NA;English
mizan law review;2309-902X;1998-9881;1;1;1;0;0;0;English;NA;English;English
mizan law review;2309-902X;1998-9881;1;1;1;0;0;0;English;NA;NA;English
mizan law review;2309-902X;1998-9881;1;1;1;0;0;0;English;NA;Amharic;Multi-Language
momona ethiopian journal of science;2073-073X;2220-184X;1;1;1;0;1;1;English;English;NA;English
mtafiti mwafrika (african researcher);1607-0011;NA;1;1;1;0;0;0;NA;NA;English;English
mtafiti mwafrika (african researcher);1607-0011;NA;1;1;1;0;0;0;NA;NA;NA;NA
mtafiti mwafrika (african researcher);1607-0011;NA;1;1;1;0;0;0;NA;NA;French;French
mulika journal;NA;NA;1;0;0;0;0;0;NA;NA;Kiswahili;Swahili
new agenda: south african journal of social and economic policy;1607-2820;NA;1;0;0;0;0;0;NA;NA;NA;NA
nigeria agricultural journal;0300-368X;NA;1;1;1;0;0;0;English;NA;English;English
nigeria agricultural journal;0300-368X;NA;1;1;1;0;0;0;English;NA;NA;English
nigeria agricultural journal;0300-368X;NA;1;1;1;0;0;0;English;NA;French;Multi-Language
nigeria journal of pure and applied physics;1596-0862;NA;1;1;1;0;0;0;NA;NA;NA;NA
international journal of telemedicine and applications;1687-6423;1687-6415;0;1;1;1;0;0;NA;NA;English;English
international journal of vascular medicine;2090-2832;2090-2824;0;1;1;1;0;0;NA;NA;English;English
jamba;1996-1421;2072-845X;0;1;0;1;1;1;English;English;NA;English
journal for studies in economics and econometrics;2693-5198;0379-6205;0;0;0;1;0;1;English;NA;NA;English
journal of advanced research;NA;2090-1232;0;1;1;1;1;0;NA;English;NA;English
journal of advanced transportation;2042-3195;0197-6729;0;1;1;1;0;0;NA;NA;English;English
nigerian food journal;0189-7241;NA;1;1;1;0;0;0;English;NA;English;English
african vision and eye health journal;0378-9411;2410-3039;0;0;0;0;1;0;NA;English;NA;English
nigerian health journal;NA;NA;1;0;0;0;0;0;NA;NA;English;English
agrekon;0303-1853;2078-0400;0;1;1;0;1;0;NA;English;NA;English
journal of computer networks and communications;2090-715X;2090-7141;0;1;1;1;0;0;NA;NA;English;English
journal of diabetes research;2314-6753;2314-6745;0;1;1;1;0;0;NA;NA;English;English
journal of drug and alcohol research;2090-8334;2090-8342;0;1;1;1;0;0;NA;NA;NA;NA
akroterion;2079-2883;0303-1896;0;1;1;0;1;1;Afrikaans;NA;NA;Afrikaans
akroterion;2079-2883;0303-1896;0;1;1;0;1;1;NA;NA;NA;NA
akroterion;2079-2883;0303-1896;0;1;1;0;1;1;English;NA;NA;English
journal of education;0259-479X;2520-9868;0;1;1;1;1;1;English;English;NA;English
journal of energy in southern africa print;1021-447X;NA;0;1;1;1;1;1;English;English;NA;English
journal of engineering united kingdom;2314-4904;2314-4912;0;1;1;1;0;0;NA;NA;English;English
journal of environmental and public health;1687-9813;1687-9805;0;1;1;1;0;0;NA;NA;NA;NA
nigerian journal of animal science;2682-6550;2645-2952;1;0;0;0;0;0;NA;NA;NA;NA
journal of function spaces;2314-8896;2314-8888;0;1;1;1;0;0;NA;NA;English;English
journal of genetic engineering and biotechnology;1687-157X;2090-5920;0;1;1;1;0;0;NA;NA;English;English
journal of healthcare engineering;2040-2309;2040-2295;0;1;1;1;0;0;NA;NA;English;English
journal of immunology research;2314-8861;2314-7156;0;1;1;1;0;0;NA;NA;English;English
annals of african medicine;1596-3519;0975-5764;0;1;1;0;1;0;NA;English;NA;English
journal of marine sciences;2633-4674;2633-4666;0;1;1;1;0;0;NA;NA;English;English
anthropology southern africa;2332-3256;2332-3264;0;1;1;0;1;0;NA;English;NA;English
journal of mathematics;2314-4629;2314-4785;0;1;1;1;0;0;NA;NA;English;English
arab journal of nuclear sciences and applications;1110-0451;1110-0451;0;1;1;0;1;0;NA;English;NA;English
arab journal of urology;2090-598X;2090-5998;0;1;1;0;1;0;NA;English;NA;English
architecture south africa;1682-9387;1682-9387;0;0;0;0;1;0;NA;English;NA;English
bordonrevista de pedagogia;0210-5934;2340-6577;0;1;1;0;1;0;NA;English;NA;English
journal of nutrition and metabolism;2090-0724;2090-0732;0;1;1;1;0;0;NA;NA;English;English
catrinathe international journal of environmental sciences;1687-5052;2090-2786;0;1;1;0;1;0;English;English;NA;English
nigerian journal of basic and applied sciences;0794-5698;NA;1;1;1;0;0;1;English;NA;NA;English
communicare;0259-0069;NA;0;0;1;0;1;1;NA;English;NA;English
communicatio;1753-5379;NA;0;1;1;0;1;1;Afrikaans;NA;NA;Afrikaans
communicatio;1753-5379;NA;0;1;1;0;1;1;NA;NA;NA;NA
communicatio;1753-5379;NA;0;1;1;0;1;1;English;NA;NA;English
communitas;1023-0556;2415-0525;0;1;1;0;1;0;Afrikaans;Multi-Language;NA;Multi-Language
communitas;1023-0556;2415-0525;0;1;1;0;1;0;NA;Multi-Language;NA;Multi-Language
communitas;1023-0556;2415-0525;0;1;1;0;1;0;English;Multi-Language;NA;Multi-Language
critical arts;1992-6049;NA;0;1;1;0;1;1;English;NA;NA;English
current allergy clinical immunology;1609-3607;1609-3607;0;0;0;0;1;0;English;English;NA;English
current writingtext and reception in southern africa;1013-929X;2159-9130;0;1;1;0;1;0;NA;English;NA;English
de arte;2471-4100;NA;0;1;1;0;1;1;Afrikaans;Multi-Language;NA;Multi-Language
de arte;2471-4100;NA;0;1;1;0;1;1;English;Multi-Language;NA;Multi-Language
de jure;1466-3597;2225-7160;0;1;1;0;1;1;Afrikaans;Multi-Language;NA;Multi-Language
de jure;1466-3597;2225-7160;0;1;1;0;1;1;NA;Multi-Language;NA;Multi-Language
de jure;1466-3597;2225-7160;0;1;1;0;1;1;English;Multi-Language;NA;Multi-Language
eastern mediterranean health journal;1020-3397;1687-1634;0;1;1;0;1;1;English;Multi-Language;NA;Multi-Language
ecquid noviafrican journalism studies;0256-0054;NA;0;1;1;0;1;0;NA;English;NA;English
journal of skin cancer;2090-2905;2090-2913;0;1;1;1;0;0;NA;NA;English;English
educational research for social change;2221-4070;NA;0;1;1;0;1;1;English;English;NA;English
journal of spectroscopy;2314-4920;2314-4939;0;1;1;1;0;0;NA;NA;English;English
egyptian informatics journal;1110-8665;2090-4754;0;1;1;0;1;0;NA;English;NA;English
egyptian journal of agronomy;0379-3575;2357-0288;0;1;1;0;1;0;NA;English;NA;English
egyptian journal of anaesthesia;1110-1849;1687-1804;0;1;1;0;1;1;English;English;NA;English
journal of the egyptian national cancer institute;2589-0409;1110-0362;0;1;1;1;1;0;NA;English;NA;English
journal of the south african institution of civil engineering;NA;1021-2019;0;1;1;1;1;0;NA;English;NA;English
journal of the southern african institute of mining and metallurgy;NA;2225-6253;0;1;1;1;1;0;NA;English;NA;English
journal of toxicology;1687-8191;1687-8205;0;1;1;1;0;0;NA;NA;English;English
journal of transport and supply chain management;1995-5235;2310-8789;0;1;1;1;1;1;English;English;NA;English
egyptian journal of dermatology and venereology;1110-6530;2314-7407;0;1;1;0;1;0;NA;English;NA;English
egyptian journal of forensic sciences;2090-536X;2090-5939;0;1;1;0;1;1;English;English;NA;English
